OBJECTID,lat,lon,id,score,label,ID_only,lon_1,lat_1,hue,saturation,lightness,edge,threshold,road,sidewalk,building,wall,fence,pole,traffic_li,traffic_si,vegetation,terrain,sky,person,rider,car,truck,bus,bicycle
22,31.49356644,120.268772,24,,,24,120.268871,31.49312566,0.221227922,0.738173999,0.231471331,0.558729261,0.791665363,0.174205617,0.052280171,0.129509409,0.015712088,0.005362712,0.039544832,0,0,0.883740979,0.080803011,0.175625489,0,0,0.002983337,0,0,0
23,31.49356644,120.268772,25,,,25,120.268859,31.49331853,0.257290788,0.603838465,0.345553274,0.60253268,0.662285506,0.297331705,0.239942891,0.133494918,0.033455387,0.043859594,0.129861681,0,0.005071959,0.674042434,0.241362036,0.185496482,0.077801374,0,0.030520273,0,0,0
24,31.49356644,120.268772,8,,,8,120.2687024,31.49314602,0.59913951,0.231773304,0.63016872,0.156642785,0.261941272,0.659513108,0.109641387,0.022418416,0,0.000476989,0.061048844,0,0,0.37681651,0.229367037,0.594971658,0.000570609,0,0,0,0,0
25,31.49356644,120.268772,28,,,28,120.268706,31.49354772,0.454974337,0.4914132,0.320435917,0.464680744,0.537818808,0.348567123,0.431636852,0.40389546,0.017406672,0.174029221,0.107841573,0,0,0.308328408,0.224262294,0.216160086,0.01873566,0,0.140668016,0,0,0
26,31.49356644,120.268772,27,,,27,120.2687843,31.49356992,0.306162128,0.592552171,0.248520398,0.636217949,0.682115475,0.263945543,0.259847149,0.206931838,0,0.146437972,0.176998474,0,0.014734866,0.471736537,0.356573553,0.131438135,0.38379459,0,0.505906558,0,0,0.179798382
27,31.49356644,120.268772,26,,,26,120.268847,31.4935114,0.505056394,0.443785551,0.293815762,0.559640523,0.449225474,0.355712022,0.078273285,0.492515845,0,0.048178225,0.098379808,0,0.072536619,0.276023817,0.346524307,0.196760164,0.088700405,0,0.081927542,0,0.169562359,0
28,31.49313584,120.2687867,8,,,8,120.2687024,31.49314602,0.59913951,0.231773304,0.63016872,0.156642785,0.261941272,0.659513108,0.109641387,0.022418416,0,0.000476989,0.061048844,0,0,0.37681651,0.229367037,0.594971658,0.000570609,0,0,0,0,0
29,31.49308491,120.2693233,24,,,24,120.268871,31.49312566,0.221227922,0.738173999,0.231471331,0.558729261,0.791665363,0.174205617,0.052280171,0.129509409,0.015712088,0.005362712,0.039544832,0,0,0.883740979,0.080803011,0.175625489,0,0,0.002983337,0,0,0
30,31.49308491,120.2693233,32,,1,32,120.2693591,31.49296477,0.440600446,0.438525879,0.364281786,0.550779286,0.480415167,0.410065214,0.292810952,0.509240535,0.012256464,0.231196546,0.080832534,0,0.071482484,0.314082633,0.03055678,0.192081216,0.100419793,0,0.008894799,0,0,0.043265432
31,31.49308491,120.2693233,31,,,31,120.2693224,31.49308812,0.427279866,0.483800257,0.293918217,0.594676973,0.533312471,0.237912131,0.054631729,0.446736674,0.103730812,0.218742314,0.095455262,0,0.137717319,0.452588689,0.034722982,0.2053362,0.043463568,0,0.022588438,0,0,0.02631036
32,31.49308491,120.2693233,30,,,30,120.2691742,31.49313757,0.462637715,0.483142211,0.41587265,0.294997486,0.482240651,0.35802437,0.355463173,0.233529994,0.007604663,0.076074832,0.064145422,0,0.014910556,0.404067648,0.231518811,0.369111611,0,0,0.004255424,0,0,0
33,31.49294159,120.2584655,34,,1,34,120.2579884,31.49294435,0.414013889,0.424491016,0.268065762,0.511595023,0.509664633,0.405908182,0.506214832,0.282909369,0,0.538386396,0.022169591,0,0.004720581,0.32090282,0.046214375,0.153928851,0.430789335,0,0.023112239,0,0,0.000877752
34,31.49294159,120.2584655,36,,,36,120.2586245,31.49294068,0.277504791,0.003424421,0.873675825,0.357371795,0.024513639,0.483254956,0.050516503,0.435707289,0,0.663648489,0.075843604,0,0.249631351,0.034987944,0.041453001,0.399286552,0.004320813,0,0.058655838,0,0,0
35,31.49294159,120.2584655,35,,1,35,120.2583065,31.49294251,0.617355427,0.278687565,0.568516,0.232340372,0.306764721,0.303905012,0.290837323,0.243812849,0.001225049,0.132871365,0.300689548,0,0.064981983,0.298557084,0.070845329,0.565187647,0.037955456,0,0.006575111,0,0,0
36,31.49231462,120.2594375,38,,1,38,120.2590069,31.49235907,0.393162956,0.42797548,0.548473547,0.336287079,0.504699317,0.2119047,0.532543882,0.095373703,0.130611578,0.171477303,0.155838527,0,0,0.434595634,0.076568135,0.458255962,0.086473721,0,0.002459537,0,0,0.002439403
37,31.49231462,120.2594375,39,,,39,120.2592414,31.49230275,0.404402196,0.396967017,0.459710462,0.349578934,0.484191311,0.243861883,0.208910725,0.236154891,0.052992952,0.37977488,0.002041836,0,0.011923839,0.27722796,0.186491779,0.455788213,0.047799741,0,0.006275797,0,0.026602551,0
38,31.49231462,120.2594375,41,,,41,120.2596776,31.49236576,0.559460898,0.218854607,0.750256154,0.164467069,0.210984197,0.781937696,0.092592593,0.148196751,0.010894151,0.015723063,0.011159537,0,0,0.279744817,0.124158984,0.571674648,0.033970864,0,0.042193539,0,0,0
39,31.49231462,120.2594375,40,,,40,120.2596137,31.49232529,0.372053723,0.481051761,0.427344704,0.208584716,0.601241329,0.200031178,0.293482825,0.127691246,0.043622895,0.072846765,0.004966382,0,0.013680731,0.513447262,0.060429824,0.509064699,0.040885303,0,0.030370616,0,0,0
40,31.49174499,120.2591437,38,,,38,120.2590069,31.49235907,0.393162956,0.42797548,0.548473547,0.336287079,0.504699317,0.2119047,0.532543882,0.095373703,0.130611578,0.171477303,0.155838527,0,0,0.434595634,0.076568135,0.458255962,0.086473721,0,0.002459537,0,0,0.002439403
41,31.49174499,120.2591437,46,,,46,120.2592802,31.49138233,0.451344321,0.277255802,0.693053256,0.252765209,0.352537422,0.524461534,0.117241959,0.066439629,0.015346589,0.099761865,0.045221891,0,0.006301784,0.275234215,0.430901349,0.55222586,0.071707292,0,0.054016463,0,0,0.006789718
42,31.49174499,120.2591437,45,,,45,120.2591765,31.49159789,0.13968442,0.540207085,0.56300853,0.357151835,0.576143535,0.377666346,0.621399177,0.047595756,0.157326208,0.007303915,0.001869804,0,0,0.506034873,0.079704232,0.413592162,0,0,0.012262087,0,0,0
43,31.49174499,120.2591437,44,,,44,120.25912,31.49185162,0.407940756,0.373250984,0.247685015,0.628456511,0.385646482,0.253397075,0.037960863,0.630623973,0,0.190867518,0.3165165,0,0.005950405,0.260508139,0.267938744,0.126343823,0.067722701,0,0.206816525,0,0,0.189614476
44,31.49174499,120.2591437,43,4.04,3,43,120.2590634,31.49210535,0.382455596,0.382675246,0.650514138,0.24666918,0.383633234,0.61061602,0.136684303,0.098552478,0.006009759,0.005537202,0.016148468,0,0.069022835,0.444307739,0.09634615,0.490263389,0.04744816,0,0.113280738,0,0,0
45,31.49293277,120.2600634,48,,,48,120.259524,31.49293697,0.454038998,0.190037092,0.605864867,0.254996229,0.185677776,0.710566655,0.150289746,0.228123669,0,0.000128009,0,0,0.004017824,0.179435756,0.102274976,0.446650215,0.052839078,0,0.011962773,0,0.005635112,0.034230163
46,31.49293277,120.2600634,49,,,49,120.2599432,31.49293371,0.575429866,0.37754271,0.548013831,0.235608346,0.411526626,0.548026709,0.345091123,0.053206775,0.027673862,0.054677981,0.017524725,0,0.075699025,0.372483569,0.134757619,0.511080434,0.137453058,0,0.189082139,0,0,0.041815327
47,31.49293277,120.2600634,50,,,50,120.2603624,31.49293044,0.226949278,0.453375055,0.517032177,0.502796632,0.491900068,0.508846684,0.52313765,0.100009416,0.006973347,0.19885044,0.033007613,0,0.159678471,0.43703353,0.015219662,0.279979476,0.192534181,0,0.218938763,0,0,0.43847478
48,31.49273751,120.2596351,48,,,48,120.259524,31.49293697,0.454038998,0.190037092,0.605864867,0.254996229,0.185677776,0.710566655,0.150289746,0.228123669,0,0.000128009,0,0,0.004017824,0.179435756,0.102274976,0.446650215,0.052839078,0,0.011962773,0,0.005635112,0.034230163
49,31.49273751,120.2596351,42,,,42,120.2597462,31.49253805,0.346678107,0.254811419,0.769690508,0.250314228,0.269639597,0.690249162,0.16733854,0.15291675,0,0.00411947,0.018556917,0,0,0.254645344,0.238935567,0.569219116,0.000219027,0,0.056410979,0,0,0.000208472
50,31.49264802,120.2592654,48,,,48,120.259524,31.49293697,0.454038998,0.190037092,0.605864867,0.254996229,0.185677776,0.710566655,0.150289746,0.228123669,0,0.000128009,0,0,0.004017824,0.179435756,0.102274976,0.446650215,0.052839078,0,0.011962773,0,0.005635112,0.034230163
51,31.49264802,120.2592654,38,,,38,120.2590069,31.49235907,0.393162956,0.42797548,0.548473547,0.336287079,0.504699317,0.2119047,0.532543882,0.095373703,0.130611578,0.171477303,0.155838527,0,0,0.434595634,0.076568135,0.458255962,0.086473721,0,0.002459537,0,0,0.002439403
52,31.4929379,120.2592333,37,,,37,120.2589426,31.49293884,0.166959365,0.606281692,0.451136839,0.554581448,0.726490377,0.403050222,1,0.013110867,0.045051662,0.063489732,0.038340608,0,0,0.586061034,0.110424251,0.194695563,0.166282752,0,0.050499517,0,0,0
53,31.4929379,120.2592333,48,,,48,120.259524,31.49293697,0.454038998,0.190037092,0.605864867,0.254996229,0.185677776,0.710566655,0.150289746,0.228123669,0,0.000128009,0,0,0.004017824,0.179435756,0.102274976,0.446650215,0.052839078,0,0.011962773,0,0.005635112,0.034230163
54,31.49264896,120.2589748,37,,,37,120.2589426,31.49293884,0.166959365,0.606281692,0.451136839,0.554581448,0.726490377,0.403050222,1,0.013110867,0.045051662,0.063489732,0.038340608,0,0,0.586061034,0.110424251,0.194695563,0.166282752,0,0.050499517,0,0,0
55,31.49264896,120.2589748,38,,,38,120.2590069,31.49235907,0.393162956,0.42797548,0.548473547,0.336287079,0.504699317,0.2119047,0.532543882,0.095373703,0.130611578,0.171477303,0.155838527,0,0,0.434595634,0.076568135,0.458255962,0.086473721,0,0.002459537,0,0,0.002439403
56,31.49270251,120.2609038,51,,,51,120.2606005,31.49289677,0.512051159,0.246071058,0.754307002,0.284659377,0.316392844,0.558315363,0.155832703,0.078287789,0,0.009397796,0,0,0.061643888,0.277583281,0.229367037,0.60134871,0.484229743,0,0.158626887,0,0,0.115436036
57,31.49270251,120.2609038,56,,,56,120.2609266,31.49268787,0.243108571,0.337369244,0.39566136,0.487053796,0.423418349,0.3406168,0.189006467,0.398320564,0.026976092,0.107068639,0.05657601,0,0.046183236,0.403031295,0.144738192,0.176639464,0.284882957,0,0.23929215,0,0.004364358,0.321462472
58,31.49257433,120.2602604,51,,,51,120.2606005,31.49289677,0.512051159,0.246071058,0.754307002,0.284659377,0.316392844,0.558315363,0.155832703,0.078287789,0,0.009397796,0,0,0.061643888,0.277583281,0.229367037,0.60134871,0.484229743,0,0.158626887,0,0,0.115436036
59,31.49257433,120.2602604,42,,,42,120.2597462,31.49253805,0.346678107,0.254811419,0.769690508,0.250314228,0.269639597,0.690249162,0.16733854,0.15291675,0,0.00411947,0.018556917,0,0,0.254645344,0.238935567,0.569219116,0.000219027,0,0.056410979,0,0,0.000208472
60,31.49257433,120.2602604,59,,,59,120.260379,31.49258269,0.3462342,0.310490114,0.619915033,0.352846908,0.401063996,0.549559614,0.405937684,0.068354118,0.044752618,0.04292171,0.119195691,0,0,0.406614114,0.104174948,0.44145817,0.294844436,0,0.163790063,0,0,0.00511652
61,31.49257433,120.2602604,58,,,58,120.2604943,31.49266522,0.155757651,0.558352335,0.40008986,0.432975113,0.648244928,0.380940009,0.423910305,0.010233113,0.064522773,0.112346965,0.067241999,0,0.0386286,0.610982846,0.102687018,0.295445661,0.290977038,0,0.012486573,0,0,0.067471029
62,31.49242974,120.2615788,57,,,57,120.2611725,31.49246334,0.20505627,0.467148736,0.420076221,0.584401709,0.576341731,0.535997298,0.275300244,0.256515907,0,0.214401872,0.094939166,0,0.069549902,0.434250184,0.021125597,0.100102619,0.815888418,0,0.293991878,0,0,0.210139038
63,31.49242974,120.2615788,61,,,61,120.2615788,31.49242974,0.724248142,0.077594591,0.804330608,0.133389894,0.086288009,0.824859051,0.090492987,0.187642455,0,0.016900871,0.017180661,0,0.029844139,0.142511993,0.082680091,0.671142005,0.028228364,0,0.138423157,0.641700231,0,0.002662496
64,31.49228717,120.2609106,57,,,57,120.2611725,31.49246334,0.20505627,0.467148736,0.420076221,0.584401709,0.576341731,0.535997298,0.275300244,0.256515907,0,0.214401872,0.094939166,0,0.069549902,0.434250184,0.021125597,0.100102619,0.815888418,0,0.293991878,0,0,0.210139038
65,31.49228717,120.2609106,63,3.5,2,63,120.2609106,31.49228717,0.306869503,0.34392991,0.384356284,0.391716943,0.369509206,0.362181403,0.381666247,0.547554403,0.012455827,0.1031208,0.041437185,0,0.036871708,0.393832432,0.040766265,0.070416341,0.079676476,0,0.353031667,0,0,0.006343531
66,31.49240873,120.2629534,62,,,62,120.261985,31.49239614,0.212808071,0.734571516,0.253566666,0.499151584,0.828216763,0.222531113,0.637692114,0.011702092,0.303293085,0.297568224,0.063113229,0,0,0.616983821,0.061208125,0.142323104,0.155735303,0,0.005751997,0,0,0.115659129
67,31.49240873,120.2629534,65,,1,65,120.2624184,31.49240177,0.362393381,0.023550221,0.660913791,0.176030669,0.016533667,0.316895736,0.098219535,0.900807781,0,0.088332763,0.127625263,0,0.14193386,0.002022061,0,0.294065188,0.666466223,0,0.022887753,0,0,0.137187608
68,31.49240873,120.2629534,67,,,67,120.2632852,31.49241305,0.362678196,0.075296449,0.43030276,0.255027652,0.080738539,0.219958949,0.040354413,0.938579812,0,0.451904732,0.010643441,0,0.157218822,0,0.000683736,0.169517201,0.065144435,0,0.01323486,0.261033609,0.370341467,0.019171382
69,31.49240873,120.2629534,66,,,66,120.2628518,31.49240741,0.374603351,0.586492786,0.213009028,0.324377828,0.585980285,0.397074489,0.204711514,0.175746131,0.107884206,0.002003778,0.022341623,0,0,0.583938978,0.103236407,0.284181978,0,0,0.148225708,0,0,0
70,31.49240873,120.2629534,68,,,68,120.2637186,31.49241868,0.640933056,0.07322352,0.761750334,0.24588361,0.047671204,0.605809452,0.295960359,0.527939918,0,0.304373339,0.061048844,0,0.143515063,0.052082827,0.023277372,0.334819683,0.02025918,0,0,0,0,0
71,31.4922051,120.2619905,62,,,62,120.261985,31.49239614,0.212808071,0.734571516,0.253566666,0.499151584,0.828216763,0.222531113,0.637692114,0.011702092,0.303293085,0.297568224,0.063113229,0,0,0.616983821,0.061208125,0.142323104,0.155735303,0,0.005751997,0,0,0.115659129
72,31.49239859,120.2639879,69,,,69,120.2639205,31.49239476,0.658410925,0.052444944,0.767552526,0.303952991,0.007833933,0.797188807,0.251364743,0.598776022,0,0.398074531,0.01219173,0,0.015613312,0.007904596,0.004804156,0.230270231,0.031392598,0,0,0,0,0
73,31.49241343,120.2648862,71,,,71,120.2640553,31.49240242,0.424267792,0.343729768,0.458357101,0.293237808,0.365461847,0.546909507,0.26207273,0.183115109,0.040433088,0.121376829,0.073263122,0,0.06322509,0.323232146,0.131827543,0.34863663,0.237302242,0,0.394112585,0,0.043757727,0.073159901
74,31.49241343,120.2648862,73,3.2075,2,73,120.2648862,31.49241343,0.161229134,0.648721606,0.517101411,0.732057567,0.746080426,0.194523111,0.158772151,0.000468014,0.09628793,0.076794604,0.008407024,0,0,0.695332077,0.458279249,0.230832193,0,0,0,0,0,0
75,31.49241343,120.2648862,72,,1,72,120.2644708,31.49240792,0.479930426,0.346340017,0.517397309,0.326137506,0.409795024,0.353087895,0.148022172,0.240790604,0.096653429,0.100481637,0.035588094,0,0,0.367666997,0.175160625,0.390930414,0.106279486,0,0.277230265,0,0.107930797,0
76,31.49241343,120.2648862,74,,,74,120.2653017,31.49241893,0.330396461,0.602969379,0.344697312,0.413210156,0.641485422,0.415651225,0.231880406,0.000648626,0.000161781,0.007434782,0.05657601,0,0,0.597500392,0.435662722,0.300967553,0.012875966,0,0.043016654,0,0,0
77,31.49209762,120.2639208,69,,,69,120.2639205,31.49239476,0.658410925,0.052444944,0.767552526,0.303952991,0.007833933,0.797188807,0.251364743,0.598776022,0,0.398074531,0.01219173,0,0.015613312,0.007904596,0.004804156,0.230270231,0.031392598,0,0,0,0,0
78,31.49209762,120.2639208,77,,,77,120.263921,31.49193783,0.624300644,0.377224691,0.350917816,0.309923328,0.318103583,0.182519681,0.031284119,0.515260942,0,0.012887599,0.119367723,0,0.006126095,0.271542826,0.203339718,0.421325254,0.078856119,0,0.181449619,0,0,0.142207202
79,31.49209762,120.2639208,76,,,76,120.2639208,31.49216629,0.200951001,0.465368042,0.477253644,0.410884867,0.561435352,0.593883967,0.316242546,0.031629638,0.070968841,0.00911425,0.001697772,0,0,0.572302219,0.102000281,0.346914093,0.071472905,0,0.005976482,0,0,0.003554868
80,31.49210299,120.2640606,71,,,71,120.2640553,31.49240242,0.424267792,0.343729768,0.458357101,0.293237808,0.365461847,0.546909507,0.26207273,0.183115109,0.040433088,0.121376829,0.073263122,0,0.06322509,0.323232146,0.131827543,0.34863663,0.237302242,0,0.394112585,0,0.043757727,0.073159901
81,31.49210299,120.2640606,78,,,78,120.2639958,31.49182263,0.531991808,0.2851592,0.542127841,0.161764706,0.297063579,0.646860142,0.231796422,0.092375541,0,0,0.05003879,0,0,0.417559972,0.07629344,0.499890051,0.060222292,0,0.017425263,0,0,0.162174031
82,31.49210299,120.2640606,79,,,79,120.2640594,31.49216804,0.511267721,0.259053003,0.647059178,0.192401961,0.268293955,0.640001039,0.226547409,0.088462276,0,0.002418192,0.017696757,0,0.002085243,0.34912122,0.218035882,0.536454261,0.035259996,0,0.018697349,0,0,0.019840661
83,31.49211468,120.2657307,75,,,75,120.2657172,31.49242444,0.190193419,0.902016576,0.075104703,0.502231021,0.924769207,0.215386214,0.165406903,3.45E-05,0.311998599,0.195709618,0.036276223,0,0.00489627,0.767333907,0.151033277,0.136911161,0.03537719,0,0.010990001,0,0.045663859,0.026198813
84,31.49211468,120.2657307,81,,,81,120.2657307,31.49211469,0.205163006,0.871518866,0.070492552,0.479323781,0.864444793,0.197433033,0.176576804,0.022586987,0.256841527,0.173244016,0.069478416,0,0.037750154,0.826021074,0.134620272,0.085589328,0.009242956,0,0.038227622,0,0,0
85,31.49243052,120.2658142,75,,,75,120.2657172,31.49242444,0.190193419,0.902016576,0.075104703,0.502231021,0.924769207,0.215386214,0.165406903,3.45E-05,0.311998599,0.195709618,0.036276223,0,0.00489627,0.767333907,0.151033277,0.136911161,0.03537719,0,0.010990001,0,0.045663859,0.026198813
86,31.4921246,120.265904,83,1.4175,1,83,120.2659111,31.4924366,0.56808512,0.483574118,0.602833796,0.295783057,0.511250195,0.171139806,0.039178634,0.027126374,0.041795402,0.00411947,0.210200667,0,0.00261231,0.536325979,0.25679072,0.598282349,0.01240719,0,0.003432309,0,0,0
87,31.4921246,120.265904,84,,,84,120.265904,31.4921246,0.22393653,0.711010967,0.311856405,0.32217823,0.74259636,0.090207592,0.155118838,0.036060657,0.332964931,0,0.000321516,0,0,0.777578993,0.006017391,0.340634773,0.003148874,0,0,0,0,0
88,31.49243866,120.2670785,83,1.4175,1,83,120.2659111,31.4924366,0.56808512,0.483574118,0.602833796,0.295783057,0.511250195,0.171139806,0.039178634,0.027126374,0.041795402,0.00411947,0.210200667,0,0.00261231,0.536325979,0.25679072,0.598282349,0.01240719,0,0.003432309,0,0,0
89,31.49243866,120.2670785,86,,,86,120.2663003,31.49243729,0.504941794,0.436301312,0.598977135,0.342131724,0.446210817,0.308139988,0.336692702,0.024188416,0.032159528,0.015068725,0.020965367,0,0.055670454,0.515213996,0.181432819,0.522771697,0.027056425,0,0.000364335,0,0,0
90,31.49243866,120.2670785,88,,,88,120.2670785,31.49243866,0.565993893,0.460847043,0.310530564,0.287518854,0.375705419,0.144690691,0.027672797,0.502172578,0,0,0.003590125,0,0,0.383360336,0.091035387,0.425576622,0.060222292,0,0.065540072,0,0,0.015601893
91,31.49243866,120.2670785,87,,,87,120.2666894,31.49243797,0.522242482,0.236169874,0.541809691,0.219394168,0.255870234,0.679259009,0.164273117,0.097324315,0,0.001829287,0.176138313,0,0,0.411746527,0.047839652,0.498228597,0.066316374,0,0.115675254,0,0,0.132725747
92,31.49243866,120.2670785,6,,,6,120.2682459,31.49244072,0.730580249,0.300713217,0.45191489,0.169054801,0.299233297,0.619137936,0.13601243,0.160935931,0,0.004359394,0.065349646,0,0,0.317566751,0.250953458,0.519888585,0,0,0.032166503,0,0,0
93,31.49243866,120.2670785,89,,,89,120.2674676,31.49243935,0.175587857,0.750113639,0.357725034,0.510526647,0.791102071,0.285666035,0.573150248,0.012352296,0.106189621,4.08E-05,0,0,0,0.654746536,0.230397142,0.246481626,0.042526017,0,0.09951227,0,0,0
94,31.49226873,120.2689762,91,,,91,120.2686007,31.49225688,0.159234642,0.87595582,0.087612464,0.597127954,0.952683461,0.257761958,0.171075838,0.000395769,0.763721725,0.132173405,0.010815473,0,0.001909553,0.718447675,0.08416802,0.083793491,0.077918568,0,0,0,0,0
95,31.49226873,120.2689762,93,3.875,2,93,120.2691782,31.49227511,0.1868817,0.692066574,0.35138063,0.576011815,0.741198561,0.298215074,0.271017049,0.100731865,0.235011288,0.13243514,0.017008629,0,0,0.651045276,0.147256226,0.180903049,0.046159027,0,0,0,0,0
96,31.49226873,120.2689762,92,,,92,120.2688894,31.49226599,0.173986488,0.787241601,0.18899029,0.688348416,0.856767329,0.284366962,0.235869657,0.000323524,0.349944006,0.123906935,0.00892312,0,0,0.763010837,0.304610481,0.038140149,0.039947752,0,0.000738478,0,0,0.022183138
97,31.49189852,120.2682436,6,,,6,120.2682459,31.49244072,0.730580249,0.300713217,0.45191489,0.169054801,0.299233297,0.619137936,0.13601243,0.160935931,0,0.004359394,0.065349646,0,0,0.317566751,0.250953458,0.519888585,0,0,0.032166503,0,0,0
