OBJECTID,lat,lon,id,score,label,ID_only,lon_1,lat_1,hue,saturation,lightness,edge,threshold,road,sidewalk,building,wall,fence,pole,traffic_li,traffic_si,vegetation,terrain,sky,person,rider,car,truck,bus,bicycle
11,31.4937607,120.2714751,20,,,20,120.2723901,31.49283162,0.320177837,0.590947759,0.436178896,0.414341378,0.625400303,8.048248291,1.405334473,8.925628662,2.256774902,1.364135742,0.185394287,0.0001,0.0001,54.16946411,1.616668701,21.85058594,0.177764893,0.0001,0.0001,0.0001,0.0001,0.0001
12,31.4937607,120.2714751,19,,,19,120.2722957,31.49316935,0.227343862,0.651922238,0.378354884,0.604135244,0.693923747,9.700775146,5.377960205,0.937652588,1.570892334,7.581329346,0.036621094,0.0001,0.0001,51.09176636,8.675384521,14.44244385,0.517272949,0.0001,0.003051758,0.0001,0.0001,0.064849854
13,31.4937607,120.2714751,18,,,18,120.2721758,31.49328963,0.262514419,0.549349795,0.331075376,0.42926722,0.615740886,17.70858765,8.164978027,1.083374023,0.433349609,3.612518311,0.070953369,0.0001,0.012969971,45.22018433,6.11038208,14.25704956,1.452636719,0.0001,1.522827148,0.0001,0.0001,0.350189209
14,31.4937607,120.2714751,10,,,10,120.2696031,31.49373202,0.532378976,0.27711378,0.601824122,0.223667672,0.30472018,20.48721313,4.824066162,3.648376465,0.0001,1.265716553,0.240325928,0.0001,0.0001,29.18548584,5.284118652,34.66949463,0.0001,0.0001,0.395202637,0.0001,0.0001,0.0001
15,31.4937607,120.2714751,12,,,12,120.2703141,31.49386344,0.511958131,0.314217953,0.566388431,0.236393917,0.317936682,22.31216431,2.663421631,5.194091797,0.0001,0.02746582,0.604248047,0.0001,0.0001,30.08499146,8.135223389,30.91430664,0.064086914,0.0001,0.0001,0.0001,0.0001,0.0001
16,31.4937607,120.2714751,11,,,11,120.2699586,31.49379773,0.301291173,0.730660416,0.255158903,0.630184766,0.680112659,12.6373291,5.303192139,19.95162964,3.050994873,1.327514648,0.134277344,0.0001,0.0001,47.66311646,2.539825439,7.096862793,0.094604492,0.0001,0.200653076,0.0001,0.0001,0.0001
17,31.4937607,120.2714751,14,,,14,120.2710252,31.49399486,0.678434266,0.254900378,0.68594704,0.143225239,0.277296198,20.91751099,2.584838867,5.626678467,0.0001,0.483703613,0.042724609,0.0001,0.0001,20.65048218,9.478759766,40.21530151,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
18,31.4937607,120.2714751,13,3.2075,2,13,120.2706697,31.49392915,0.551988857,0.278353306,0.619140204,0.244532428,0.294361863,22.20916748,3.868865967,6.610870361,0.0001,1.403808594,0.254058838,0.0001,0.347137451,27.32696533,5.712890625,32.05947876,0.120544434,0.0001,0.086212158,0.0001,0.0001,0.0001
19,31.4937607,120.2714751,17,,,17,120.2718424,31.49351375,0.267308974,0.688755045,0.34265286,0.432566616,0.707161112,11.42807007,5.832672119,0.868988037,1.791381836,9.753417969,0.01449585,0.0001,0.003051758,45.69168091,8.173370361,16.27197266,0.067901611,0.0001,0.102996826,0.0001,0.0001,0.0001
20,31.4937607,120.2714751,16,,,16,120.271509,31.49373787,0.406700715,0.401107105,0.539115551,0.325477627,0.403004225,14.28604126,8.834838867,5.786895752,0.302124023,5.359649658,0.604248047,0.0001,0.0001,30.30014038,4.680633545,29.11911011,0.381469727,0.0001,0.344848633,0.0001,0.0001,0.0001
21,31.4937607,120.2714751,15,,,15,120.2711757,31.49396199,0.400137835,0.420111968,0.449042677,0.335815737,0.41023314,16.81594849,6.533813477,9.868621826,1.218414307,4.730987549,0.02822876,0.0001,0.0001,31.98471069,3.176116943,24.37515259,0.533294678,0.0001,0.346374512,0.0001,0.0001,0.388336182
22,31.49356644,120.268772,24,,,24,120.268871,31.49312566,0.221227922,0.738173999,0.231471331,0.558729261,0.791665363,8.004760742,1.055145264,8.206176758,0.360870361,0.187683105,0.175476074,0.0001,0.0001,68.31207275,2.69317627,10.97412109,0.0001,0.0001,0.030517578,0.0001,0.0001,0.0001
23,31.49356644,120.268772,25,,,25,120.268859,31.49331853,0.257290788,0.603838465,0.345553274,0.60253268,0.662285506,11.62033081,4.46472168,8.458709717,0.768280029,1.53427124,0.576019287,0.0001,0.022125244,52.10266113,8.044433594,11.59057617,0.506591797,0.0001,0.311279297,0.0001,0.0001,0.0001
24,31.49356644,120.268772,8,,,8,120.2687024,31.49314602,0.59913951,0.231773304,0.63016872,0.156642785,0.261941272,22.25570679,2.097320557,1.420593262,0.0001,0.016784668,0.270843506,0.0001,0.0001,29.12750244,7.64465332,37.16278076,0.003814697,0.0001,0.0001,0.0001,0.0001,0.0001
25,31.49356644,120.268772,28,,,28,120.268706,31.49354772,0.454974337,0.4914132,0.320435917,0.464680744,0.537818808,13.12484741,7.947540283,25.59204102,0.399780273,6.087493896,0.478363037,0.0001,0.0001,23.83346558,7.474517822,13.5055542,0.122070313,0.0001,1.434326172,0.0001,0.0001,0.0001
26,31.49356644,120.268772,27,,,27,120.2687843,31.49356992,0.306162128,0.592552171,0.248520398,0.636217949,0.682115475,10.63995361,4.82635498,13.11187744,0.0001,5.122375488,0.785064697,0.0001,0.064086914,36.46469116,11.88430786,8.214569092,2.498626709,0.0001,5.158233643,0.0001,0.0001,1.229858398
27,31.49356644,120.268772,26,,,26,120.268847,31.4935114,0.505056394,0.443785551,0.293815762,0.559640523,0.449225474,13.33465576,1.527404785,31.20727539,0.0001,1.685333252,0.436401367,0.0001,0.315093994,21.33636475,11.54937744,12.29400635,0.577545166,0.0001,0.835418701,0.0001,0.203704834,0.0001
28,31.49313584,120.2687867,8,,,8,120.2687024,31.49314602,0.59913951,0.231773304,0.63016872,0.156642785,0.261941272,22.25570679,2.097320557,1.420593262,0.0001,0.016784668,0.270843506,0.0001,0.0001,29.12750244,7.64465332,37.16278076,0.003814697,0.0001,0.0001,0.0001,0.0001,0.0001
29,31.49308491,120.2693233,24,,,24,120.268871,31.49312566,0.221227922,0.738173999,0.231471331,0.558729261,0.791665363,8.004760742,1.055145264,8.206176758,0.360870361,0.187683105,0.175476074,0.0001,0.0001,68.31207275,2.69317627,10.97412109,0.0001,0.0001,0.030517578,0.0001,0.0001,0.0001
30,31.49308491,120.2693233,32,,,32,120.2693591,31.49296477,0.440600446,0.438525879,0.364281786,0.550779286,0.480415167,14.9307251,5.425262451,32.26699829,0.281524658,8.087158203,0.358581543,0.0001,0.310516357,24.27825928,1.01852417,12.00180054,0.653839111,0.0001,0.090789795,0.0001,0.0001,0.296020508
31,31.49308491,120.2693233,31,,,31,120.2693224,31.49308812,0.427279866,0.483800257,0.293918217,0.594676973,0.533312471,9.875488281,1.097869873,28.30657959,2.381896973,7.651519775,0.423431396,0.0001,0.598144531,34.98458862,1.15737915,12.82958984,0.283050537,0.0001,0.230407715,0.0001,0.0001,0.180053711
32,31.49308491,120.2693233,30,,,30,120.2691742,31.49313757,0.462637715,0.483142211,0.41587265,0.294997486,0.482240651,13.40255737,6.563568115,14.79721069,0.174713135,2.661132813,0.284576416,0.0001,0.064849854,31.23397827,7.716369629,23.05755615,0.0001,0.0001,0.043487549,0.0001,0.0001,0.0001
33,31.49294159,120.2584655,34,,,34,120.2579884,31.49294435,0.414013889,0.424491016,0.268065762,0.511595023,0.509664633,14.80865479,9.302520752,17.92602539,0.0001,18.83239746,0.098419189,0.0001,0.020599365,24.80545044,1.540374756,9.619140625,2.80456543,0.0001,0.235748291,0.0001,0.0001,0.006103516
34,31.49294159,120.2584655,36,,,36,120.2586245,31.49294068,0.277504791,0.003424421,0.873675825,0.357371795,0.024513639,17.07992554,1.023101807,27.60772705,0.0001,23.21395874,0.336456299,0.0001,1.084136963,2.704620361,1.38168335,24.9420166,0.02822876,0.0001,0.598144531,0.0001,0.0001,0.0001
35,31.49294159,120.2584655,35,,,35,120.2583065,31.49294251,0.617355427,0.278687565,0.568516,0.232340372,0.306764721,11.81335449,5.389404297,15.44876099,0.02822876,4.647827148,1.333618164,0.0001,0.282287598,23.07815552,2.361297607,35.30273438,0.247192383,0.0001,0.067138672,0.0001,0.0001,0.0001
36,31.49231462,120.2594375,38,,,38,120.2590069,31.49235907,0.393162956,0.42797548,0.548473547,0.336287079,0.504699317,9.111785889,9.780883789,6.043243408,2.99911499,5.99822998,0.691223145,0.0001,0.0001,33.59375,2.552032471,28.62472534,0.563049316,0.0001,0.025177002,0.0001,0.0001,0.016784668
37,31.49231462,120.2594375,39,,,39,120.2592414,31.49230275,0.404402196,0.396967017,0.459710462,0.349578934,0.484191311,10.05020142,3.900909424,14.96353149,1.216888428,13.28430176,0.009155273,0.0001,0.051879883,21.42944336,6.215667725,28.47061157,0.311279297,0.0001,0.064086914,0.0001,0.032043457,0.0001
38,31.49231462,120.2594375,41,,,41,120.2596776,31.49236576,0.559460898,0.218854607,0.750256154,0.164467069,0.210984197,25.85067749,1.787567139,9.390258789,0.250244141,0.550079346,0.049591064,0.0001,0.0001,21.62399292,4.138183594,35.70785522,0.221252441,0.0001,0.430297852,0.0001,0.0001,0.0001
39,31.49231462,120.2594375,40,,,40,120.2596137,31.49232529,0.372053723,0.481051761,0.427344704,0.208584716,0.601241329,8.763122559,5.437469482,8.0909729,1.001739502,2.548217773,0.022125244,0.0001,0.059509277,39.68887329,2.014160156,31.79779053,0.266265869,0.0001,0.309753418,0.0001,0.0001,0.0001
40,31.49174499,120.2591437,38,,,38,120.2590069,31.49235907,0.393162956,0.42797548,0.548473547,0.336287079,0.504699317,9.111785889,9.780883789,6.043243408,2.99911499,5.99822998,0.691223145,0.0001,0.0001,33.59375,2.552032471,28.62472534,0.563049316,0.0001,0.025177002,0.0001,0.0001,0.016784668
41,31.49174499,120.2591437,46,,,46,120.2592802,31.49138233,0.451344321,0.277255802,0.693053256,0.252765209,0.352537422,18.28994751,2.235412598,4.209899902,0.352478027,3.489685059,0.200653076,0.0001,0.02746582,21.27532959,14.36157227,34.49325562,0.466918945,0.0001,0.550842285,0.0001,0.0001,0.046539307
42,31.49174499,120.2591437,45,,,45,120.2591765,31.49159789,0.13968442,0.540207085,0.56300853,0.357151835,0.576143535,13.9793396,11.39526367,3.015899658,3.612518311,0.255584717,0.008392334,0.0001,0.0001,39.11590576,2.656555176,25.8354187,0.0001,0.0001,0.12512207,0.0001,0.0001,0.0001
43,31.49174499,120.2591437,44,,,44,120.25912,31.49185162,0.407940756,0.373250984,0.247685015,0.628456511,0.385646482,10.3302002,0.79498291,39.95819092,0.0001,6.676483154,1.403808594,0.0001,0.025939941,20.13702393,8.930206299,7.89642334,0.440979004,0.0001,2.108764648,0.0001,0.0001,1.29699707
44,31.49174499,120.2591437,43,4.04,3,43,120.2590634,31.49210535,0.382455596,0.382675246,0.650514138,0.24666918,0.383633234,20.81985474,2.588653564,6.244659424,0.138092041,0.193786621,0.071716309,0.0001,0.299835205,34.34448242,3.211212158,30.62362671,0.308990479,0.0001,1.155090332,0.0001,0.0001,0.0001
45,31.49293277,120.2600634,48,,,48,120.259524,31.49293697,0.454038998,0.190037092,0.605864867,0.254996229,0.185677776,23.75488281,2.835845947,14.45465088,0.0001,0.004577637,0.0001,0.0001,0.017547607,13.87023926,3.408813477,27.89993286,0.344085693,0.0001,0.122070313,0.0001,0.006866455,0.234222412
46,31.49293277,120.2600634,49,,,49,120.2599432,31.49293371,0.575429866,0.37754271,0.548013831,0.235608346,0.411526626,18.98193359,6.37512207,3.371429443,0.635528564,1.912689209,0.077819824,0.0001,0.328826904,28.79257202,4.491424561,31.92367554,0.894927979,0.0001,1.927947998,0.0001,0.0001,0.286102295
47,31.49293277,120.2600634,50,,,50,120.2603624,31.49293044,0.226949278,0.453375055,0.517032177,0.502796632,0.491900068,17.8314209,9.609985352,6.336975098,0.160217285,6.955718994,0.146484375,0.0001,0.693511963,33.78219604,0.507354736,17.4911499,1.253509521,0.0001,2.23236084,0.0001,0.0001,2.99911499
48,31.49273751,120.2596351,48,,,48,120.259524,31.49293697,0.454038998,0.190037092,0.605864867,0.254996229,0.185677776,23.75488281,2.835845947,14.45465088,0.0001,0.004577637,0.0001,0.0001,0.017547607,13.87023926,3.408813477,27.89993286,0.344085693,0.0001,0.122070313,0.0001,0.006866455,0.234222412
49,31.49273751,120.2596351,42,,,42,120.2597462,31.49253805,0.346678107,0.254811419,0.769690508,0.250314228,0.269639597,23.15826416,3.145599365,9.689331055,0.0001,0.144195557,0.082397461,0.0001,0.0001,19.68383789,7.963562012,35.55450439,0.001525879,0.0001,0.575256348,0.0001,0.0001,0.001525879
50,31.49264802,120.2592654,48,,,48,120.259524,31.49293697,0.454038998,0.190037092,0.605864867,0.254996229,0.185677776,23.75488281,2.835845947,14.45465088,0.0001,0.004577637,0.0001,0.0001,0.017547607,13.87023926,3.408813477,27.89993286,0.344085693,0.0001,0.122070313,0.0001,0.006866455,0.234222412
51,31.49264802,120.2592654,38,,,38,120.2590069,31.49235907,0.393162956,0.42797548,0.548473547,0.336287079,0.504699317,9.111785889,9.780883789,6.043243408,2.99911499,5.99822998,0.691223145,0.0001,0.0001,33.59375,2.552032471,28.62472534,0.563049316,0.0001,0.025177002,0.0001,0.0001,0.016784668
52,31.4929379,120.2592333,37,,,37,120.2589426,31.49293884,0.166959365,0.606281692,0.451136839,0.554581448,0.726490377,14.72473145,18.27392578,0.830841064,1.034545898,2.220916748,0.170135498,0.0001,0.0001,45.30181885,3.680419922,12.16506958,1.082611084,0.0001,0.514984131,0.0001,0.0001,0.0001
53,31.4929379,120.2592333,48,,,48,120.259524,31.49293697,0.454038998,0.190037092,0.605864867,0.254996229,0.185677776,23.75488281,2.835845947,14.45465088,0.0001,0.004577637,0.0001,0.0001,0.017547607,13.87023926,3.408813477,27.89993286,0.344085693,0.0001,0.122070313,0.0001,0.006866455,0.234222412
54,31.49264896,120.2589748,37,,,37,120.2589426,31.49293884,0.166959365,0.606281692,0.451136839,0.554581448,0.726490377,14.72473145,18.27392578,0.830841064,1.034545898,2.220916748,0.170135498,0.0001,0.0001,45.30181885,3.680419922,12.16506958,1.082611084,0.0001,0.514984131,0.0001,0.0001,0.0001
55,31.49264896,120.2589748,38,,,38,120.2590069,31.49235907,0.393162956,0.42797548,0.548473547,0.336287079,0.504699317,9.111785889,9.780883789,6.043243408,2.99911499,5.99822998,0.691223145,0.0001,0.0001,33.59375,2.552032471,28.62472534,0.563049316,0.0001,0.025177002,0.0001,0.0001,0.016784668
56,31.49270251,120.2609038,51,,,51,120.2606005,31.49289677,0.512051159,0.246071058,0.754307002,0.284659377,0.316392844,19.28405762,2.936553955,4.960632324,0.0001,0.328826904,0.0001,0.0001,0.267791748,21.45690918,7.64465332,37.56103516,3.15246582,0.0001,1.617431641,0.0001,0.0001,0.789642334
57,31.49270251,120.2609038,56,,,56,120.2609266,31.49268787,0.243108571,0.337369244,0.39566136,0.487053796,0.423418349,12.89138794,3.539276123,25.23880005,0.619506836,3.745269775,0.25100708,0.0001,0.200653076,31.15386963,4.824066162,11.03744507,1.854705811,0.0001,2.439880371,0.0001,0.005340576,2.198791504
58,31.49257433,120.2602604,51,,,51,120.2606005,31.49289677,0.512051159,0.246071058,0.754307002,0.284659377,0.316392844,19.28405762,2.936553955,4.960632324,0.0001,0.328826904,0.0001,0.0001,0.267791748,21.45690918,7.64465332,37.56103516,3.15246582,0.0001,1.617431641,0.0001,0.0001,0.789642334
59,31.49257433,120.2602604,42,,,42,120.2597462,31.49253805,0.346678107,0.254811419,0.769690508,0.250314228,0.269639597,23.15826416,3.145599365,9.689331055,0.0001,0.144195557,0.082397461,0.0001,0.0001,19.68383789,7.963562012,35.55450439,0.001525879,0.0001,0.575256348,0.0001,0.0001,0.001525879
60,31.49257433,120.2602604,59,,,59,120.260379,31.49258269,0.3462342,0.310490114,0.619915033,0.352846908,0.401063996,19.02694702,7.480621338,4.331207275,1.027679443,1.501464844,0.528717041,0.0001,0.0001,31.43081665,3.472137451,27.57568359,1.919555664,0.0001,1.670074463,0.0001,0.0001,0.035095215
61,31.49257433,120.2602604,58,,,58,120.2604943,31.49266522,0.155757651,0.558352335,0.40008986,0.432975113,0.648244928,14.07546997,7.807159424,0.648498535,1.481628418,3.929901123,0.298309326,0.0001,0.16784668,47.22824097,3.422546387,18.45703125,1.894378662,0.0001,0.127410889,0.0001,0.0001,0.461578369
62,31.49242974,120.2615788,57,,,57,120.2611725,31.49246334,0.20505627,0.467148736,0.420076221,0.584401709,0.576341731,18.62869263,5.107116699,16.25366211,0.0001,7.499694824,0.421142578,0.0001,0.302124023,33.56704712,0.704193115,6.257629395,5.311584473,0.0001,2.997589111,0.0001,0.0001,1.43737793
63,31.49242974,120.2615788,61,,,61,120.2615788,31.49242974,0.724248142,0.077594591,0.804330608,0.133389894,0.086288009,27.11105347,1.749420166,11.88964844,0.0001,0.591278076,0.076293945,0.0001,0.129699707,11.01608276,2.755737305,41.91970825,0.183868408,0.0001,1.411437988,1.138305664,0.0001,0.018310547
64,31.49228717,120.2609106,57,,,57,120.2611725,31.49246334,0.20505627,0.467148736,0.420076221,0.584401709,0.576341731,18.62869263,5.107116699,16.25366211,0.0001,7.499694824,0.421142578,0.0001,0.302124023,33.56704712,0.704193115,6.257629395,5.311584473,0.0001,2.997589111,0.0001,0.0001,1.43737793
65,31.49228717,120.2609106,63,3.5,2,63,120.2609106,31.49228717,0.306869503,0.34392991,0.384356284,0.391716943,0.369509206,13.52462769,7.039642334,34.69467163,0.286102295,3.607177734,0.183868408,0.0001,0.160217285,30.44281006,1.358795166,4.403686523,0.518798828,0.0001,3.59954834,0.0001,0.0001,0.043487549
66,31.49240873,120.2629534,62,,,62,120.261985,31.49239614,0.212808071,0.734571516,0.253566666,0.499151584,0.828216763,9.423828125,11.69128418,0.741577148,6.964111328,10.40878296,0.279998779,0.0001,0.0001,47.69210815,2.040100098,8.894348145,1.013946533,0.0001,0.058746338,0.0001,0.0001,0.791168213
67,31.49240873,120.2629534,65,,,65,120.2624184,31.49240177,0.362393381,0.023550221,0.660913791,0.176030669,0.016533667,12.19482422,1.889801025,57.07778931,0.0001,3.089904785,0.566101074,0.0001,0.616455078,0.156402588,0.0001,18.37081909,4.33883667,0.0001,0.233459473,0.0001,0.0001,0.938415527
68,31.49240873,120.2629534,67,,,67,120.2632852,31.49241305,0.362678196,0.075296449,0.43030276,0.255027652,0.080738539,9.348297119,0.838470459,59.47113037,0.0001,15.80734253,0.047302246,0.0001,0.682830811,0.0001,0.022888184,10.59265137,0.424194336,0.0001,0.135040283,0.463104248,0.444793701,0.131225586
69,31.49240873,120.2629534,66,,,66,120.2628518,31.49240741,0.374603351,0.586492786,0.213009028,0.324377828,0.585980285,14.54925537,3.824615479,11.13586426,2.477264404,0.07019043,0.099182129,0.0001,0.0001,45.13778687,3.440856934,17.75360107,0.0001,0.0001,1.511383057,0.0001,0.0001,0.0001
70,31.49240873,120.2629534,68,,,68,120.2637186,31.49241868,0.640933056,0.07322352,0.761750334,0.24588361,0.047671204,20.67871094,5.48248291,33.45184326,0.0001,10.64682007,0.270843506,0.0001,0.623321533,4.026031494,0.775909424,20.91598511,0.131988525,0.0001,0.0001,0.0001,0.0001,0.0001
71,31.4922051,120.2619905,62,,,62,120.261985,31.49239614,0.212808071,0.734571516,0.253566666,0.499151584,0.828216763,9.423828125,11.69128418,0.741577148,6.964111328,10.40878296,0.279998779,0.0001,0.0001,47.69210815,2.040100098,8.894348145,1.013946533,0.0001,0.058746338,0.0001,0.0001,0.791168213
72,31.49239859,120.2639879,69,,,69,120.2639205,31.49239476,0.658410925,0.052444944,0.767552526,0.303952991,0.007833933,26.29852295,4.672241211,37.94021606,0.0001,13.92440796,0.054168701,0.0001,0.067901611,0.611114502,0.160217285,14.38674927,0.204467773,0.0001,0.0001,0.0001,0.0001,0.0001
73,31.49241343,120.2648862,71,,,71,120.2640553,31.49240242,0.424267792,0.343729768,0.458357101,0.293237808,0.365461847,18.9491272,4.866790771,11.6027832,0.928497314,4.245758057,0.325012207,0.0001,0.274658203,24.98550415,4.393768311,21.77886963,1.544952393,0.0001,4.0184021,0.0001,0.052642822,0.500488281
74,31.49241343,120.2648862,73,3.2075,2,73,120.2648862,31.49241343,0.161229134,0.648721606,0.517101411,0.732057567,0.746080426,8.601379395,2.989959717,0.029754639,2.210998535,2.686309814,0.037384033,0.0001,0.0001,53.74832153,15.27404785,14.42184448,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
75,31.49241343,120.2648862,72,,,72,120.2644708,31.49240792,0.479930426,0.346340017,0.517397309,0.326137506,0.409795024,13.25759888,2.794647217,15.25726318,2.219390869,3.514862061,0.157928467,0.0001,0.0001,28.42025757,5.838012695,24.42016602,0.691986084,0.0001,2.826690674,0.0001,0.129699707,0.0001
76,31.49241343,120.2648862,74,,,74,120.2653017,31.49241893,0.330396461,0.602969379,0.344697312,0.413210156,0.641485422,15.09475708,4.318237305,0.04119873,0.003814697,0.260162354,0.25100708,0.0001,0.0001,46.18606567,14.52026367,18.80187988,0.08392334,0.0001,0.438690186,0.0001,0.0001,0.0001
77,31.49209762,120.2639208,69,,,69,120.2639205,31.49239476,0.658410925,0.052444944,0.767552526,0.303952991,0.007833933,26.29852295,4.672241211,37.94021606,0.0001,13.92440796,0.054168701,0.0001,0.067901611,0.611114502,0.160217285,14.38674927,0.204467773,0.0001,0.0001,0.0001,0.0001,0.0001
78,31.49209762,120.2639208,77,,,77,120.263921,31.49193783,0.624300644,0.377224691,0.350917816,0.309923328,0.318103583,8.248901367,0.673675537,32.64846802,0.0001,0.450897217,0.52947998,0.0001,0.026702881,20.98999023,6.777191162,26.31835938,0.513458252,0.0001,1.850128174,0.0001,0.0001,0.972747803
79,31.49209762,120.2639208,76,,,76,120.2639208,31.49216629,0.200951001,0.465368042,0.477253644,0.410884867,0.561435352,20.32852173,5.850982666,2.004241943,1.629638672,0.318908691,0.007629395,0.0001,0.0001,44.23828125,3.399658203,21.67129517,0.465393066,0.0001,0.061035156,0.0001,0.0001,0.024414063
80,31.49210299,120.2640606,71,,,71,120.2640553,31.49240242,0.424267792,0.343729768,0.458357101,0.293237808,0.365461847,18.9491272,4.866790771,11.6027832,0.928497314,4.245758057,0.325012207,0.0001,0.274658203,24.98550415,4.393768311,21.77886963,1.544952393,0.0001,4.0184021,0.0001,0.052642822,0.500488281
81,31.49210299,120.2640606,78,,,78,120.2639958,31.49182263,0.531991808,0.2851592,0.542127841,0.161764706,0.297063579,21.88415527,4.316711426,5.853271484,0.0001,0.0001,0.222015381,0.0001,0.0001,32.2769165,2.542877197,31.224823,0.392150879,0.0001,0.177764893,0.0001,0.0001,1.109313965
82,31.49210299,120.2640606,79,,,79,120.2640594,31.49216804,0.511267721,0.259053003,0.647059178,0.192401961,0.268293955,21.68273926,4.221343994,5.605316162,0.0001,0.084686279,0.078582764,0.0001,0.009155273,26.98669434,7.266998291,33.50830078,0.229644775,0.0001,0.190734863,0.0001,0.0001,0.135803223
83,31.49211468,120.2657307,75,,,75,120.2657172,31.49242444,0.190193419,0.902016576,0.075104703,0.502231021,0.924769207,9.214019775,3.11050415,0.002288818,7.164001465,6.845855713,0.160980225,0.0001,0.021362305,59.31396484,5.033874512,8.556365967,0.230407715,0.0001,0.1121521,0.0001,0.054931641,0.179290771
84,31.49211468,120.2657307,81,,,81,120.2657307,31.49211469,0.205163006,0.871518866,0.070492552,0.479323781,0.864444793,8.686828613,3.313446045,1.431274414,5.897521973,6.060028076,0.308227539,0.0001,0.164031982,63.85040283,4.486846924,5.351257324,0.060272217,0.0001,0.389862061,0.0001,0.0001,0.0001
85,31.49243052,120.2658142,75,,,75,120.2657172,31.49242444,0.190193419,0.902016576,0.075104703,0.502231021,0.924769207,9.214019775,3.11050415,0.002288818,7.164001465,6.845855713,0.160980225,0.0001,0.021362305,59.31396484,5.033874512,8.556365967,0.230407715,0.0001,0.1121521,0.0001,0.054931641,0.179290771
86,31.4921246,120.265904,83,1.4175,1,83,120.2659111,31.4924366,0.56808512,0.483574118,0.602833796,0.295783057,0.511250195,7.914733887,0.817108154,1.718902588,0.959777832,0.144195557,0.932312012,0.0001,0.011444092,41.45736694,8.558654785,37.36953735,0.080871582,0.0001,0.035095215,0.0001,0.0001,0.0001
